,Call_Buy-Sell,Cmp_Name,Target_Price,Analyst_or_Cmp,Call_Time,Call_Time_normal,Call_Time_secs,Stop_Loss,From_Site
171,Buy,Rain Industries,362,Motilal Oswal,"November 13, 2017 04:15 PM",2017-11-13 04:15:00,"November 13, 2017 04:15 PM",#N/A,MoneyControl
172,Buy,Strides Shasun,1201,Motilal Oswal,"November 13, 2017 04:15 PM",2017-11-13 04:15:00,"November 13, 2017 04:15 PM",#N/A,MoneyControl
173,Buy,Sanofi India,5000,Motilal Oswal,"November 13, 2017 04:14 PM",2017-11-13 04:14:00,"November 13, 2017 04:14 PM",#N/A,MoneyControl
174,Buy,Tata Steel,750,JM Financial,"November 13, 2017 04:14 PM",2017-11-13 04:14:00,"November 13, 2017 04:14 PM",#N/A,MoneyControl
175,Buy,HDFC,1890,JM Financial,"November 13, 2017 04:14 PM",2017-11-13 04:14:00,"November 13, 2017 04:14 PM",#N/A,MoneyControl
176,Buy,Lupin,1140,JM Financial,"November 13, 2017 04:14 PM",2017-11-13 04:14:00,"November 13, 2017 04:14 PM",#N/A,MoneyControl
177,Buy,UPL,950,JM Financial,"November 13, 2017 04:14 PM",2017-11-13 04:14:00,"November 13, 2017 04:14 PM",#N/A,MoneyControl
178,Buy,Yes bank,359,SPA Securities,"November 13, 2017 04:13 PM",2017-11-13 04:13:00,"November 13, 2017 04:13 PM",#N/A,MoneyControl
179,Buy,Music Broadcast,450,Dolat Capital,"November 13, 2017 04:13 PM",2017-11-13 04:13:00,"November 13, 2017 04:13 PM",#N/A,MoneyControl
180,Buy,Coromandel International,570,Axis Direct,"November 09, 2017 11:19 AM",2017-11-09 11:19:00,"November 09, 2017 11:19 AM",#N/A,MoneyControl
181,Buy,Yes Bank,365,Axis Direct,"November 09, 2017 11:19 AM",2017-11-09 11:19:00,"November 09, 2017 11:19 AM",#N/A,MoneyControl
182,Buy,ABB,1690,Axis Direct,"November 09, 2017 11:19 AM",2017-11-09 11:19:00,"November 09, 2017 11:19 AM",#N/A,MoneyControl
183,Buy,HDFC,2000,Motilal Oswal,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
184,Buy,ICICI Bank,350,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
185,Buy,ONGC,231,Motilal Oswal,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
186,Buy,Maruti Suzuki,9522,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
187,Buy,ITC,320,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
188,Buy,Biocon,410,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
189,Buy,Indian Oil Corporation,554,Motilal Oswal,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
190,Buy,Can Fin Homes,580,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
191,Buy,PI Industries,980,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
192,Buy,Equitas Holding,168,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
193,Buy,ONGC,215,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
194,Buy,Shoppers Stop,610,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
195,Buy,HDFC,1980,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
196,Buy,Tata Steel,795,Axis Direct,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
197,Buy,Supreme Industries,1250,Sharekhan,"November 09, 2017 11:17 AM",2017-11-09 11:17:00,"November 09, 2017 11:17 AM",#N/A,MoneyControl
198,Buy,Sagar Cements,1000,Reliance Securities,"November 07, 2017 04:28 PM",2017-11-07 04:28:00,"November 07, 2017 04:28 PM",#N/A,MoneyControl
199,Buy,HDFC,1995,Reliance Securities,"November 07, 2017 04:28 PM",2017-11-07 04:28:00,"November 07, 2017 04:28 PM",#N/A,MoneyControl
200,Buy,Ajanta Pharma,1500,Reliance Securities,"November 07, 2017 04:28 PM",2017-11-07 04:28:00,"November 07, 2017 04:28 PM",#N/A,MoneyControl
201,Buy,Graphite India,725,ICICI Direct,"November 07, 2017 04:27 PM",2017-11-07 04:27:00,"November 07, 2017 04:27 PM",#N/A,MoneyControl
202,Buy,Titan Company,783,ICICI Direct,"November 07, 2017 04:27 PM",2017-11-07 04:27:00,"November 07, 2017 04:27 PM",#N/A,MoneyControl
203,Sell,eClerx Services,1125,ICICI Direct,"November 07, 2017 04:27 PM",2017-11-07 04:27:00,"November 07, 2017 04:27 PM",#N/A,MoneyControl
204,Buy,KSB Pumps,1000,ICICI Direct,"November 07, 2017 04:28 PM",2017-11-07 04:28:00,"November 07, 2017 04:28 PM",#N/A,MoneyControl
205,Buy,Dabur India,381,Reliance Securities,"November 06, 2017 04:56 PM",2017-11-06 04:56:00,"November 06, 2017 04:56 PM",#N/A,MoneyControl
206,Buy,Marico,351,Reliance Securities,"November 06, 2017 04:56 PM",2017-11-06 04:56:00,"November 06, 2017 04:56 PM",#N/A,MoneyControl
207,Buy,Punjab National Bank,256,Edelweiss,"November 06, 2017 04:56 PM",2017-11-06 04:56:00,"November 06, 2017 04:56 PM",#N/A,MoneyControl
208,Buy,CDSL,435,Reliance Securities,"November 06, 2017 04:56 PM",2017-11-06 04:56:00,"November 06, 2017 04:56 PM",#N/A,MoneyControl
209,Buy,Shriram City Union Finance,2630,Edelweiss,"November 06, 2017 04:56 PM",2017-11-06 04:56:00,"November 06, 2017 04:56 PM",#N/A,MoneyControl
210,Buy,Power Finance Corporation,173,Edelweiss,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
211,Buy,Tech Mahindra,535,Prabhudas Lilladher,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
212,Buy,IGPL,880,Prabhudas Lilladher,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
213,Buy,Jammu and Kashmir Bank,135,Prabhudas Lilladher,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
214,Buy,Shriram Transport Finance,1402,Prabhudas Lilladher,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
215,Buy,Hindustan Construction Company,55,Edelweiss,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
216,Buy,Natco Pharma,950,Edelweiss,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
217,Buy,Gujarat Pipavav Port,157,Edelweiss,"November 06, 2017 04:55 PM",2017-11-06 04:55:00,"November 06, 2017 04:55 PM",#N/A,MoneyControl
218,Buy,Aditya Birla Fashion,156,ICICI Direct,"November 06, 2017 01:33 PM",2017-11-06 01:33:00,"November 06, 2017 01:33 PM",#N/A,MoneyControl
219,Buy,JSW Steel,295,ICICI Direct,"November 06, 2017 01:31 PM",2017-11-06 01:31:00,"November 06, 2017 01:31 PM",#N/A,MoneyControl
220,Buy,Dabur India,375,ICICI Direct,"November 06, 2017 01:11 PM",2017-11-06 01:11:00,"November 06, 2017 01:11 PM",#N/A,MoneyControl
221,Buy,Symphony,1650,ICICI Direct,"November 06, 2017 01:09 PM",2017-11-06 01:09:00,"November 06, 2017 01:09 PM",#N/A,MoneyControl
222,Buy,Mahindra Holidays and Resorts,425,Edelweiss,"November 03, 2017 04:48 PM",2017-11-03 04:48:00,"November 03, 2017 04:48 PM",#N/A,MoneyControl
223,Buy,Vedanta,425,Edelweiss,"November 03, 2017 04:46 PM",2017-11-03 04:46:00,"November 03, 2017 04:46 PM",#N/A,MoneyControl
224,Buy,Max India,170,Edelweiss,"November 03, 2017 04:44 PM",2017-11-03 04:44:00,"November 03, 2017 04:44 PM",#N/A,MoneyControl
225,Buy,CCL Products India,387,Edelweiss,"November 03, 2017 04:43 PM",2017-11-03 04:43:00,"November 03, 2017 04:43 PM",#N/A,MoneyControl
226,Buy,Apar Industries,943,Edelweiss,"November 03, 2017 05:01 PM",2017-11-03 05:01:00,"November 03, 2017 05:01 PM",#N/A,MoneyControl
227,Buy,Swaraj Engines,2570,ICICI Direct,"November 03, 2017 04:41 PM",2017-11-03 04:41:00,"November 03, 2017 04:41 PM",#N/A,MoneyControl
228,Buy,Emami,1355,Sharekhan,"November 03, 2017 04:32 PM",2017-11-03 04:32:00,"November 03, 2017 04:32 PM",#N/A,MoneyControl
229,Buy,V-Guard Industries,227,Sharekhan,"November 03, 2017 04:30 PM",2017-11-03 04:30:00,"November 03, 2017 04:30 PM",#N/A,MoneyControl
230,Buy,ICICI Bank,340,Sharekhan,"November 03, 2017 04:28 PM",2017-11-03 04:28:00,"November 03, 2017 04:28 PM",#N/A,MoneyControl
231,Buy,Maruti Suzuki,9265,Sharekhan,"November 03, 2017 04:25 PM",2017-11-03 04:25:00,"November 03, 2017 04:25 PM",#N/A,MoneyControl
232,Sell,United Spirits,2440,HDFC Securities,"November 03, 2017 04:23 PM",2017-11-03 04:23:00,"November 03, 2017 04:23 PM",#N/A,MoneyControl
233,Buy,CG Consumer,268,HDFC Securities,"November 03, 2017 04:21 PM",2017-11-03 04:21:00,"November 03, 2017 04:21 PM",#N/A,MoneyControl
234,Buy,Engineers India,201,HDFC Securities,"November 03, 2017 04:19 PM",2017-11-03 04:19:00,"November 03, 2017 04:19 PM",#N/A,MoneyControl
235,Buy,ITC,358,HDFC Securities,"November 03, 2017 04:18 PM",2017-11-03 04:18:00,"November 03, 2017 04:18 PM",#N/A,MoneyControl
236,Buy,Indian Oil Corporation,498,HDFC Securities,"November 03, 2017 04:16 PM",2017-11-03 04:16:00,"November 03, 2017 04:16 PM",#N/A,MoneyControl
237,Buy,ICICI Bank,364,HDFC Securities,"November 03, 2017 04:13 PM",2017-11-03 04:13:00,"November 03, 2017 04:13 PM",#N/A,MoneyControl
238,Buy,PI Industries,830,HDFC Securities,"November 03, 2017 04:11 PM",2017-11-03 04:11:00,"November 03, 2017 04:11 PM",#N/A,MoneyControl
239,Buy,Lupin,1565,HDFC Securities,"November 03, 2017 04:08 PM",2017-11-03 04:08:00,"November 03, 2017 04:08 PM",#N/A,MoneyControl
240,Buy,Tata Steel,818,HDFC Securities,"November 03, 2017 04:06 PM",2017-11-03 04:06:00,"November 03, 2017 04:06 PM",#N/A,MoneyControl
241,Buy,Rama Steel Tubes,225,Share India,"November 02, 2017 06:20 PM",2017-11-02 06:20:00,"November 02, 2017 06:20 PM",#N/A,MoneyControl
242,Buy,ICICI Bank,340,Centrum,"November 02, 2017 05:06 PM",2017-11-02 05:06:00,"November 02, 2017 05:06 PM",#N/A,MoneyControl
243,Buy,Tata Metaliks,875,Centrum,"November 02, 2017 05:03 PM",2017-11-02 05:03:00,"November 02, 2017 05:03 PM",#N/A,MoneyControl
244,Buy,Mahindra CIE Automotive,304,Geojit Research,"November 02, 2017 04:57 PM",2017-11-02 04:57:00,"November 02, 2017 04:57 PM",#N/A,MoneyControl
245,Buy,Dalmia Bharat,3217,Geojit Research,"November 02, 2017 04:26 PM",2017-11-02 04:26:00,"November 02, 2017 04:26 PM",#N/A,MoneyControl
246,Buy,Infosys,1200,Axis Direct,"November 02, 2017 04:00 PM",2017-11-02 04:00:00,"November 02, 2017 04:00 PM",#N/A,MoneyControl
247,Buy,HDFC Bank,2150,Axis Direct,"November 02, 2017 03:57 PM",2017-11-02 03:57:00,"November 02, 2017 03:57 PM",#N/A,MoneyControl
248,Buy,Federal Bank,139,Axis Direct,"November 02, 2017 03:54 PM",2017-11-02 03:54:00,"November 02, 2017 03:54 PM",#N/A,MoneyControl
249,Buy,RBL Bank,620,Axis Direct,"November 02, 2017 03:50 PM",2017-11-02 03:50:00,"November 02, 2017 03:50 PM",#N/A,MoneyControl
250,Buy,Mahindra CIE Automotive,282,Axis Direct,"November 02, 2017 03:43 PM",2017-11-02 03:43:00,"November 02, 2017 03:43 PM",#N/A,MoneyControl
251,Buy,Hindustan Unilever,1400,Axis Direct,"November 02, 2017 03:35 PM",2017-11-02 03:35:00,"November 02, 2017 03:35 PM",#N/A,MoneyControl
252,Buy,Reliance Industries,990,Axis Direct,"November 02, 2017 03:32 PM",2017-11-02 03:32:00,"November 02, 2017 03:32 PM",#N/A,MoneyControl
253,Buy,MCX,1280,Axis Direct,"November 02, 2017 03:29 PM",2017-11-02 03:29:00,"November 02, 2017 03:29 PM",#N/A,MoneyControl
254,Buy,Endurance Technologies,1230,Axis Direct,"November 02, 2017 03:18 PM",2017-11-02 03:18:00,"November 02, 2017 03:18 PM",#N/A,MoneyControl
255,Buy,Zee Learn,68,Axis Direct,"November 02, 2017 03:13 PM",2017-11-02 03:13:00,"November 02, 2017 03:13 PM",#N/A,MoneyControl
256,Buy,Sanofi India,4900,Centrum,"November 02, 2017 03:04 PM",2017-11-02 03:04:00,"November 02, 2017 03:04 PM",#N/A,MoneyControl
257,Buy,GNA Axles,400,Centrum Research,"November 02, 2017 02:56 PM",2017-11-02 02:56:00,"November 02, 2017 02:56 PM",#N/A,MoneyControl
258,Buy,Symphony,1700,KR Choksey,"November 01, 2017 04:48 PM",2017-11-01 04:48:00,"November 01, 2017 04:48 PM",#N/A,MoneyControl
259,Buy,UPL,1030,KR Choksey,"November 01, 2017 04:45 PM",2017-11-01 04:45:00,"November 01, 2017 04:45 PM",#N/A,MoneyControl
260,Buy,Lupin,1187,KR Choksey,"November 01, 2017 04:40 PM",2017-11-01 04:40:00,"November 01, 2017 04:40 PM",#N/A,MoneyControl
261,Buy,HCL Technologies,1075,KR Choksey,"November 01, 2017 04:36 PM",2017-11-01 04:36:00,"November 01, 2017 04:36 PM",#N/A,MoneyControl
262,Buy,Yes Bank,377,KR Choksey,"November 01, 2017 03:44 PM",2017-11-01 03:44:00,"November 01, 2017 03:44 PM",#N/A,MoneyControl
263,Buy,Maruti Suzuki,9466,Motilal Oswal,"November 01, 2017 03:20 PM",2017-11-01 03:20:00,"November 01, 2017 03:20 PM",#N/A,MoneyControl
264,Buy,ICICI Bank,355,Motilal Oswal,"November 01, 2017 03:14 PM",2017-11-01 03:14:00,"November 01, 2017 03:14 PM",#N/A,MoneyControl
265,Buy,CG Consumer Electricals,260,Motilal Oswal,"November 01, 2017 03:29 PM",2017-11-01 03:29:00,"November 01, 2017 03:29 PM",#N/A,MoneyControl
266,Buy,PI Industries,890,Motilal Oswal,"November 01, 2017 03:10 PM",2017-11-01 03:10:00,"November 01, 2017 03:10 PM",#N/A,MoneyControl
267,Buy,PVR,1640,Motilal Oswal,"November 01, 2017 03:05 PM",2017-11-01 03:05:00,"November 01, 2017 03:05 PM",#N/A,MoneyControl
268,Sell,ABB,1230,Motilal Oswal,"November 01, 2017 01:51 PM",2017-11-01 01:51:00,"November 01, 2017 01:51 PM",#N/A,MoneyControl
269,Buy,Emami,1435,Motilal Oswal,"November 01, 2017 01:40 PM",2017-11-01 01:40:00,"November 01, 2017 01:40 PM",#N/A,MoneyControl
270,Buy,Mahindra Financial Services,481,Motilal Oswal,"November 01, 2017 01:34 PM",2017-11-01 01:34:00,"November 01, 2017 01:34 PM",#N/A,MoneyControl
271,Buy,Yes Bank,382,Motilal Oswal,"November 01, 2017 01:28 PM",2017-11-01 01:28:00,"November 01, 2017 01:28 PM",#N/A,MoneyControl
272,Buy,Tata Communications,780,Motilal Oswal,"November 01, 2017 01:25 PM",2017-11-01 01:25:00,"November 01, 2017 01:25 PM",#N/A,MoneyControl
273,Buy,L&T Finance Holdings,235,Edelweiss,"October 31, 2017 06:34 PM",2017-10-31 06:34:00,"October 31, 2017 06:34 PM",#N/A,MoneyControl
274,Buy,Sagar Cements,1100,KRChoksey,"October 31, 2017 06:32 PM",2017-10-31 06:32:00,"October 31, 2017 06:32 PM",#N/A,MoneyControl
275,Buy,ICICI Bank,395,KRChoksey,"October 31, 2017 06:32 PM",2017-10-31 06:32:00,"October 31, 2017 06:32 PM",#N/A,MoneyControl
276,Buy,PVR,1516,Edelweiss,"October 31, 2017 05:56 PM",2017-10-31 05:56:00,"October 31, 2017 05:56 PM",#N/A,MoneyControl
277,Buy,Yes Bank,418,Edelweiss,"October 31, 2017 05:55 PM",2017-10-31 05:55:00,"October 31, 2017 05:55 PM",#N/A,MoneyControl
278,Buy,Maruti Suzuki India,9289,Edelweiss,"October 31, 2017 05:38 PM",2017-10-31 05:38:00,"October 31, 2017 05:38 PM",#N/A,MoneyControl
279,Buy,ICICI Bank,357,Edelweiss,"October 31, 2017 05:36 PM",2017-10-31 05:36:00,"October 31, 2017 05:36 PM",#N/A,MoneyControl
280,Buy,ABB India,1800,Edelweiss,"October 31, 2017 05:34 PM",2017-10-31 05:34:00,"October 31, 2017 05:34 PM",#N/A,MoneyControl
281,Buy,Exide Industries,260,Edelweiss,"October 31, 2017 05:32 PM",2017-10-31 05:32:00,"October 31, 2017 05:32 PM",#N/A,MoneyControl
282,Buy,Cummins India,1005,Edelweiss,"October 31, 2017 05:43 PM",2017-10-31 05:43:00,"October 31, 2017 05:43 PM",#N/A,MoneyControl
283,Buy,United Spirits,3307,Edelweiss,"October 31, 2017 05:29 PM",2017-10-31 05:29:00,"October 31, 2017 05:29 PM",#N/A,MoneyControl
284,Buy,Engineers India,200,Edelweiss,"October 31, 2017 05:26 PM",2017-10-31 05:26:00,"October 31, 2017 05:26 PM",#N/A,MoneyControl
285,Buy,Equitas Holdings,220,Edelweiss,"October 31, 2017 04:58 PM",2017-10-31 04:58:00,"October 31, 2017 04:58 PM",#N/A,MoneyControl
286,Buy,PI Industries,944,Edelweiss,"October 31, 2017 04:51 PM",2017-10-31 04:51:00,"October 31, 2017 04:51 PM",#N/A,MoneyControl
287,Buy,Zuari Agro Chemicals,758,Edelweiss,"October 31, 2017 04:36 PM",2017-10-31 04:36:00,"October 31, 2017 04:36 PM",#N/A,MoneyControl
288,Buy,Shoppers Stop,692,Edelweiss,"October 31, 2017 04:32 PM",2017-10-31 04:32:00,"October 31, 2017 04:32 PM",#N/A,MoneyControl
289,Buy,ONGC,250,KRChoksey,"October 31, 2017 01:07 PM",2017-10-31 01:07:00,"October 31, 2017 01:07 PM",#N/A,MoneyControl
290,Buy,ITC,349,KRChoksey,"October 31, 2017 12:56 PM",2017-10-31 12:56:00,"October 31, 2017 12:56 PM",#N/A,MoneyControl
291,Sell,GlaxoSmithKline Pharma,1525,Centrum,"October 30, 2017 05:42 PM",2017-10-30 05:42:00,"October 30, 2017 05:42 PM",#N/A,MoneyControl
292,Buy,Emami,1296,Edelweiss,"October 30, 2017 05:34 PM",2017-10-30 05:34:00,"October 30, 2017 05:34 PM",#N/A,MoneyControl
293,Buy,PNB Housing Finance,1680,JM Financial,"October 30, 2017 05:19 PM",2017-10-30 05:19:00,"October 30, 2017 05:19 PM",#N/A,MoneyControl
294,Buy,Mahindra and Mahindra Financial Services,500,JM Financial,"October 30, 2017 05:16 PM",2017-10-30 05:16:00,"October 30, 2017 05:16 PM",#N/A,MoneyControl
295,Buy,Kotak Mahindra Bank,1075,JM Financial,"October 30, 2017 05:13 PM",2017-10-30 05:13:00,"October 30, 2017 05:13 PM",#N/A,MoneyControl
296,Buy,ICICI Prudential Life,564,KR Choksey,"October 30, 2017 04:59 PM",2017-10-30 04:59:00,"October 30, 2017 04:59 PM",#N/A,MoneyControl
297,Buy,Exide Industries,254,Motilal Oswal,"October 30, 2017 04:54 PM",2017-10-30 04:54:00,"October 30, 2017 04:54 PM",#N/A,MoneyControl
298,Buy,Eris Lifesciences,686,Bonanza,"October 30, 2017 04:34 PM",2017-10-30 04:34:00,"October 30, 2017 04:34 PM",#N/A,MoneyControl
299,Buy,Zee Entertainment,589,LKP Research,"October 30, 2017 04:16 PM",2017-10-30 04:16:00,"October 30, 2017 04:16 PM",#N/A,MoneyControl
300,Buy,HCL Technologies,1000,HDFC Securities,"October 30, 2017 04:09 PM",2017-10-30 04:09:00,"October 30, 2017 04:09 PM",#N/A,MoneyControl
301,Buy,Mahindra CIE Automotive,280,ICICI Direct,"October 27, 2017 05:39 PM",2017-10-27 05:39:00,"October 27, 2017 05:39 PM",#N/A,MoneyControl
302,Buy,Kotak Mahindra Bank,1179,Motilal Oswal,"October 27, 2017 05:37 PM",2017-10-27 05:37:00,"October 27, 2017 05:37 PM",#N/A,MoneyControl
303,Buy,PNB Housing Finance,1750,Motilal Oswal,"October 27, 2017 05:37 PM",2017-10-27 05:37:00,"October 27, 2017 05:37 PM",#N/A,MoneyControl
304,Buy,RBL Bank,665,Motilal Oswal,"October 27, 2017 05:37 PM",2017-10-27 05:37:00,"October 27, 2017 05:37 PM",#N/A,MoneyControl
305,Buy,Hindustan Unilever,1440,Motilal Oswal,"October 27, 2017 05:37 PM",2017-10-27 05:37:00,"October 27, 2017 05:37 PM",#N/A,MoneyControl
306,Buy,Cyient,598,SPA Research,"October 27, 2017 04:29 PM",2017-10-27 04:29:00,"October 27, 2017 04:29 PM",#N/A,MoneyControl
307,Buy,HDFC Bank,2100,Sharekhan,"October 26, 2017 05:02 PM",2017-10-26 05:02:00,"October 26, 2017 05:02 PM",#N/A,MoneyControl
308,Buy,Allcargo,213,Motilal Oswal,"October 26, 2017 04:58 PM",2017-10-26 04:58:00,"October 26, 2017 04:58 PM",#N/A,MoneyControl
309,Buy,HCL Technologies,1041,Edelweiss,"October 26, 2017 04:57 PM",2017-10-26 04:57:00,"October 26, 2017 04:57 PM",#N/A,MoneyControl
310,Buy,Ambuja Cement,315,ICICI Direct,"October 26, 2017 03:57 PM",2017-10-26 03:57:00,"October 26, 2017 03:57 PM",#N/A,MoneyControl
311,Buy,Rallis India,292,ICICI Direct,"October 26, 2017 03:47 PM",2017-10-26 03:47:00,"October 26, 2017 03:47 PM",#N/A,MoneyControl
312,Buy,HDFC Bank,2136,Prabhudas Lilladher,"October 26, 2017 03:31 PM",2017-10-26 03:31:00,"October 26, 2017 03:31 PM",#N/A,MoneyControl
313,Buy,Zee Entertainment,630,Motilal Oswal,"October 26, 2017 03:24 PM",2017-10-26 03:24:00,"October 26, 2017 03:24 PM",#N/A,MoneyControl
314,Buy,HDFC Bank,2050,ICICI Direct,"October 26, 2017 03:06 PM",2017-10-26 03:06:00,"October 26, 2017 03:06 PM",#N/A,MoneyControl
315,Buy,Texmaco Rail and Engineering,140,Edelweiss,"October 25, 2017 05:29 PM",2017-10-25 05:29:00,"October 25, 2017 05:29 PM",#N/A,MoneyControl
316,Buy,Asian Paints,1273,Edelweiss,"October 25, 2017 05:23 PM",2017-10-25 05:23:00,"October 25, 2017 05:23 PM",#N/A,MoneyControl
317,Buy,HDFC Bank,2100,Edelweiss,"October 25, 2017 05:20 PM",2017-10-25 05:20:00,"October 25, 2017 05:20 PM",#N/A,MoneyControl
318,Buy,Bajaj Holdings,3595,Sharekhan,"October 25, 2017 05:18 PM",2017-10-25 05:18:00,"October 25, 2017 05:18 PM",#N/A,MoneyControl
319,Buy,Hindustan Zinc,285,JM Financial,"October 25, 2017 05:15 PM",2017-10-25 05:15:00,"October 25, 2017 05:15 PM",#N/A,MoneyControl
320,Buy,Zee Entertainment Enterprises,608,Edelweiss,"October 25, 2017 05:11 PM",2017-10-25 05:11:00,"October 25, 2017 05:11 PM",#N/A,MoneyControl
321,Sell,Havells India,442,Kotak Securities,"October 25, 2017 05:06 PM",2017-10-25 05:06:00,"October 25, 2017 05:06 PM",#N/A,MoneyControl
322,Buy,Maharashtra Seamless,560,Kotak Securities,"October 25, 2017 05:03 PM",2017-10-25 05:03:00,"October 25, 2017 05:03 PM",#N/A,MoneyControl
323,Buy,Hindustan Zinc,350,ICICI Direct,"October 25, 2017 04:55 PM",2017-10-25 04:55:00,"October 25, 2017 04:55 PM",#N/A,MoneyControl
324,Buy,Bajaj Auto,3631,Kotak Securities,"October 25, 2017 03:59 PM",2017-10-25 03:59:00,"October 25, 2017 03:59 PM",#N/A,MoneyControl
325,Buy,Ultratech Cements,4547,Kotak Securities,"October 25, 2017 03:56 PM",2017-10-25 03:56:00,"October 25, 2017 03:56 PM",#N/A,MoneyControl
326,Buy,Indiabulls Housing Finance,1393,Edelweiss,"October 25, 2017 03:51 PM",2017-10-25 03:51:00,"October 25, 2017 03:51 PM",#N/A,MoneyControl
327,Buy,Blue Dart Express,4860,Kotak Securities,"October 25, 2017 04:16 PM",2017-10-25 04:16:00,"October 25, 2017 04:16 PM",#N/A,MoneyControl
328,Buy,Havells India,564,Edelweiss,"October 25, 2017 03:40 PM",2017-10-25 03:40:00,"October 25, 2017 03:40 PM",#N/A,MoneyControl
329,Sell,NIIT Technologies,490,Dolat Capital,"October 24, 2017 04:39 PM",2017-10-24 04:39:00,"October 24, 2017 04:39 PM",#N/A,MoneyControl
330,Buy,Bodal Chemicals,249,BP Equities,"October 24, 2017 04:34 PM",2017-10-24 04:34:00,"October 24, 2017 04:34 PM",#N/A,MoneyControl
331,Buy,Tata Sponge,1125,Centrum Research,"October 24, 2017 04:27 PM",2017-10-24 04:27:00,"October 24, 2017 04:27 PM",#N/A,MoneyControl
332,Buy,NIIT Technologies,670,JM Financial,"October 24, 2017 04:18 PM",2017-10-24 04:18:00,"October 24, 2017 04:18 PM",#N/A,MoneyControl
